Accident Type,Date,Speed (Km),Simple Injuries,Severe Injuries,Death,Medium Injuries,Road Lanes,Road Surfuce Description,Vehicle Country,Driver Licensee Type,Road Type,Light,Weather,Road Proerties,Driver Mistake,City,Vehicle type,Number of Cars,Driver Age,Sex
Collision,2018-01-16 11:20,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,36,Male
Collision,2018-01-17 16:13,50,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,night with enough light,clear,flat straight,Neglecting traffic safety precautions,Amman,Truck,2,43,Male
Collision,2018-01-17 16:13,50,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,45,Male
Collision,2018-01-17 9:15,50,0,0,0,0,One way,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,58,Female
Collision,2018-01-17 9:15,50,0,0,0,0,One way,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,33,Male
Collision,2018-01-16 7:10,50,0,0,0,0,One way,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),3,21,Male
Collision,2018-01-16 7:10,50,0,0,0,0,One way,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,118,Male
Collision,2018-01-16 7:10,50,0,0,0,0,One way,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,27,Male
Collision,2018-01-14 1:29,40,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,night with enough light,clear,flat straight,Improper reversing,Amman,Truck,2,28,Male
Collision,2018-01-14 1:29,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,27,Male
Collision,2018-01-17 7:40,20,0,0,0,0,One way,dry,Jordan,class 3 auto,asphalt,sunset,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,25,Female
Collision,2018-01-17 7:40,20,0,0,0,0,One way,dry,Jordan,class 3,asphalt,sunset,clear,flat straight,Violation of traffic rules,Amman,Truck,2,34,Male
Collision,2018-01-16 7:43,50,0,0,0,0,One way,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,28,Male
Collision,2018-01-16 7:43,50,0,0,0,0,One way,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,39,Male
Collision,2018-01-16 12:50,60,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers Van or small bus (10 to 30 seats),2,41,Male
Collision,2018-01-16 12:50,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,49,Male
Collision,2018-01-16 10:28,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Amman,Truck,2,23,Male
Collision,2018-01-16 10:28,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,42,Male
Collision,2018-01-17 19:20,50,0,0,0,0,Two ways,wet,Jordan,class 3 auto,asphalt,night without enough light,rain,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-01-17 19:20,50,0,0,0,0,Two ways,wet,Jordan,class 3,asphalt,night without enough light,rain,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,61,Male
Collision,2018-01-16 11:00,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Neglecting traffic safety precautions,Irbid,Passenger and cargo vehicle,1,41,Male
Collision,2018-01-16 7:03,50,1,0,0,0,Two ways,dry,Jordan,class 6ab,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,53,Male
Collision,2018-01-16 7:03,50,1,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,27,Male
Collision,2018-01-17 15:00,60,1,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,25,Male
Collision,2018-01-17 15:00,60,1,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Running a stop sign,Amman,Passengers vehicle (up to 9 seats),2,54,Male
Run over,2018-01-14 0:03,40,0,1,0,0,Two ways with median island,dry,Jordan,class4,asphalt,night with enough light,clear,flat straight,Neglecting traffic safety precautions,Zarqa,Passengers Van or small bus (10 to 30 seats),1,29,Male
Collision,2018-01-14 0:03,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-14 0:03,60,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,night with enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,63,Male
Collision,2018-01-14 0:08,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,37,Male
Collision,2018-01-14 0:08,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,night with enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,32,Male
Collision,2018-01-14 0:18,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,27,Male
Collision,2018-01-14 0:18,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-01-14 0:19,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,34,Male
Collision,2018-01-14 0:19,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,"Speeding in school zone,innterssecctions and curved roads",Amman,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-01-14 0:26,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,22,Male
Collision,2018-01-14 0:26,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-14 0:26,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,31,Male
Collision,2018-01-14 0:26,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Zarqa,Passengers vehicle (up to 9 seats),2,28,Male
Collision,2018-01-16 7:00,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,27,Male
Collision,2018-01-16 7:00,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,56,Male
Collision,2018-01-14 0:30,60,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,night with enough light,clear,Upright straight,Violation of traffic rules,Maan,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-01-14 0:30,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,Upright straight,Improper lane changes,Maan,Passengers vehicle (up to 9 seats),2,20,Male
Collision,2018-01-14 0:35,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Male
Collision,2018-01-14 0:35,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,21,Male
Collision,2018-01-14 1:09,70,0,0,0,0,Two ways with median island,dry,Jordan,unkown driver,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,118,Male
Collision,2018-01-14 1:09,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,0,Male
Collision,2018-01-14 1:36,60,0,0,0,0,Public Parks,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),1,34,Male
Collision,2018-01-14 1:37,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,31,Male
Collision,2018-01-14 1:37,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,30,Female
Collision,2018-01-14 1:38,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,30,Male
Collision,2018-01-14 1:38,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Improper lane changes,Irbid,Passengers vehicle (up to 9 seats),2,21,Male
Run over,2018-01-14 1:40,40,1,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),1,37,Male
Collision,2018-01-14 1:53,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,0,Male
Collision,2018-01-14 1:53,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Male
Collision,2018-01-14 2:03,40,0,0,0,0,Two ways,dry,Jordan,class 6ab,asphalt,night without enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),1,42,Male
Collision,2018-01-14 2:29,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-14 2:29,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-14 3:03,40,0,0,0,0,One way,dry,Jordan,class4,asphalt,night without enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),1,54,Male
Collision,2018-01-14 4:42,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers Van or small bus (10 to 30 seats),2,22,Male
Collision,2018-01-14 4:42,50,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,34,Male
Collision,2018-01-14 6:24,40,0,0,0,0,Two ways with median island,wet,Jordan,class 3,asphalt,sunrise,rain,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,33,Male
Collision,2018-01-14 6:24,40,0,0,0,0,Two ways with median island,wet,Jordan,class5,asphalt,sunrise,rain,flat straight,Neglecting traffic safety precautions,Irbid,Passengers Van or small bus (10 to 30 seats),2,45,Male
Collision,2018-01-14 6:25,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,sunrise,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-14 6:25,40,0,0,0,0,Two ways with median island,dry,KSA,unkown driver,asphalt,sunrise,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-01-14 6:51,40,0,0,0,0,Two ways,wet,Jordan,class 3,asphalt,day,rain,straight ramp,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,45,Male
Collision,2018-01-14 6:51,40,0,0,0,0,Two ways,wet,Jordan,class 3,asphalt,day,rain,straight ramp,Loss of control,Amman,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-01-14 7:12,30,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers Van or small bus (10 to 30 seats),2,63,Male
Collision,2018-01-14 7:12,30,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-01-14 7:14,60,0,0,0,0,Two ways with median island,dry,Jordan,unkown driver,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,118,Male
Collision,2018-01-14 7:14,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,27,Male
Collision,2018-01-14 10:15,60,0,0,0,0,Two ways with median island,wet,Jordan,class4,asphalt,day,rain,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,47,Male
Collision,2018-01-14 10:15,60,0,0,0,0,Two ways with median island,wet,Jordan,class 3,asphalt,day,rain,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,42,Male
Collision,2018-01-14 12:17,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,47,Male
Collision,2018-01-14 12:17,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,40,Female
Collision,2018-01-14 7:18,40,0,0,0,0,Two ways,dry,Jordan,class 6a,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers Van or small bus (10 to 30 seats),2,30,Male
Collision,2018-01-14 7:18,40,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,0,Male
Collision,2018-01-14 7:21,50,0,0,0,0,Two ways,wet,Jordan,class 3,asphalt,day,rain,flat straight,Violation of traffic rules,Amman,Truck,3,23,Male
Collision,2018-01-14 7:21,50,0,0,0,0,Two ways,wet,Jordan,class4,asphalt,day,rain,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,42,Male
Collision,2018-01-14 7:21,50,0,0,0,0,Two ways,wet,Jordan,class 3,asphalt,day,rain,flat straight,Improper lane changes,Amman,Passenger and cargo vehicle,3,31,Male
Collision,2018-01-14 10:23,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,rain,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,19,Male
Collision,2018-01-14 10:23,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,rain,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,50,Male
Collision,2018-01-14 7:27,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),1,22,Male
Collision,2018-01-14 7:29,50,0,0,0,0,Two ways,dry,KSA,unkown driver,asphalt,day,clear,flat straight,Improper reversing,Amman,Trailer private use,2,118,Unkown
Collision,2018-01-14 7:29,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,118,Unkown
Collision,2018-01-14 7:30,60,0,0,0,0,Two ways with median island,dry,Jordan,class 6ab,asphalt,day,clear,flat straight,Improper lane changes,Zarqa,Bus (> 30 seats),2,62,Male
Collision,2018-01-14 7:30,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,29,Male
Collision,2018-01-14 7:34,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,29,Male
Collision,2018-01-14 7:34,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Zarqa,Passengers vehicle (up to 9 seats),2,28,Male
Collision,2018-01-14 7:34,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,40,Male
Collision,2018-01-14 7:34,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,51,Male
Collision,2018-01-14 7:43,50,0,0,0,0,Two ways with median island,wet,Jordan,class 3,asphalt,day,rain,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,36,Male
